SOBOL; javacc #0; 625452; 8.81881992640467; 12; 11; [28 13 86 105 8 0 0 0 14 0 13 0 0 47 1 105 105 5 105 5 105 1 105 1 1 1 1 105 2 5 2 47 5 5 5 5 105 105 105 47 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 105 2 143 2 2 2 105 2 9 105 9 105 3 3 143 2 3 86 143 2 5 5 143 5 5 3 5 7 11 10 4 7 66 66 10 28 124 124 124 124 124 28 7 6 6 0 8 28 28 66 4 4 28 4 13 12 12 11 11 66 28 28 9 9 9 9 11 13 28 11 10 14 14 14 14 12 12 28 12 12 7 14 66 14 66 66 11 66 66 10 14 14 6 14 66 66 66 66 8]
PSEUD; javacc #0; 640444; 10.464106391656856; 15; 14; [43 149 59 96 140 64 64 0 101 0 149 0 0 53 84 86 86 95 86 82 82 84 86 84 84 84 84 86 1 82 104 53 104 95 7 7 135 86 86 53 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 86 104 120 83 1 83 86 56 116 135 116 86 47 47 12 1 47 59 120 1 82 83 12 135 135 47 95 2 100 125 69 5 101 39 125 140 34 88 34 88 88 97 5 79 79 64 97 11 67 138 105 96 43 105 149 35 35 64 100 114 56 60 26 26 26 26 18 149 43 18 45 67 110 111 35 39 39 11 35 39 2 60 114 111 69 110 42 69 138 45 144 144 79 60 42 5 101 96 97]
PSEUD; javacc #1; 635858; 10.50014282374625; 15; 0; [5 115 140 56 18 45 2 2 149 45 115 45 2 60 128 117 117 19 117 27 27 128 117 128 128 128 128 117 81 27 116 60 29 19 102 102 145 99 117 60 117 117 117 117 117 117 117 117 117 117 99 99 99 99 99 99 29 10 136 145 136 99 110 49 3 49 117 114 114 21 81 114 140 10 90 27 136 21 3 3 114 19 66 72 76 54 72 135 108 76 116 131 8 131 8 8 103 72 7 7 2 18 0 25 1 1 1 5 5 89 113 25 28 28 54 110 34 88 88 88 88 69 89 103 69 137 25 101 11 108 113 113 0 4 113 66 4 46 11 54 101 28 54 1 137 97 97 7 34 135 69 149 46 90]
PSEUD; javacc #2; 639852; 10.423171118379063; 15; 0; [106 41 93 94 69 108 108 0 50 0 41 0 0 20 26 57 57 1 57 33 33 26 57 26 26 26 26 57 5 33 146 20 9 1 131 131 5 57 15 20 15 15 15 15 15 15 15 15 15 15 15 15 15 15 57 15 1 55 17 5 17 57 115 109 9 109 15 2 2 42 5 2 93 55 137 33 17 42 9 9 2 1 117 112 129 34 117 94 152 129 146 104 91 104 91 91 83 117 4 4 108 69 135 150 95 142 60 106 60 41 56 92 105 105 125 115 150 16 16 16 16 112 41 83 112 36 88 50 88 92 56 56 135 56 152 117 50 125 3 34 133 105 133 95 36 52 52 4 150 3 94 142 133 137]
PSEUD; javacc #3; 639493; 10.455895678906067; 15; 13; [89 140 88 27 151 78 45 45 43 78 140 78 45 127 61 0 11 59 11 8 8 61 11 61 61 61 61 11 110 8 149 127 19 59 56 56 149 11 11 127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 0 59 126 25 149 25 11 56 71 19 71 0 129 129 100 110 129 88 126 1 8 25 100 19 19 129 59 18 144 141 97 136 143 4 141 105 118 82 118 82 82 116 136 2 2 45 151 26 150 107 93 84 89 93 112 6 150 85 144 84 105 109 17 17 17 17 80 112 116 80 79 150 136 7 4 6 6 26 55 6 18 55 3 7 107 97 85 97 107 79 63 63 2 109 3 43 97 143 1]
PSEUD; javacc #4; 639056; 10.51322136402762; 15; 7; [46 43 2 13 17 34 34 66 1 66 43 66 66 131 92 89 89 58 89 152 152 92 89 92 92 92 92 89 0 152 88 131 25 58 45 45 88 74 89 131 89 89 89 89 89 89 89 89 89 89 74 74 74 74 74 74 25 113 137 88 137 74 128 95 47 95 89 50 50 124 0 50 2 113 0 152 137 124 47 47 50 58 150 132 115 84 83 84 39 115 33 35 38 35 38 38 134 83 127 127 34 17 69 61 4 64 64 46 64 151 78 61 102 132 33 128 24 6 6 73 73 80 151 134 80 115 61 83 9 39 78 78 69 1 78 150 1 5 9 33 4 102 33 4 115 149 149 127 24 5 39 64 80 17]
PSEUD; javacc #5; 638136; 10.54326505323691; 15; 3; [119 39 4 142 55 57 57 92 121 92 39 92 92 91 58 72 128 7 128 18 18 58 128 58 58 58 58 128 99 18 5 91 44 7 53 53 5 128 128 91 128 72 72 72 72 72 72 72 72 72 72 72 72 72 72 72 7 67 130 5 130 128 3 83 44 83 72 89 89 129 99 89 4 67 99 18 130 129 44 44 89 7 23 141 19 121 141 121 43 19 113 122 0 122 0 0 51 141 6 6 57 55 111 124 63 105 29 119 105 12 22 124 81 81 121 3 51 56 56 56 56 1 12 113 1 127 124 16 11 43 22 22 111 43 22 23 24 104 11 2 16 81 2 63 127 68 68 6 24 104 1 29 2 55]
PSEUD; javacc #6; 640163; 10.443371088479562; 15; 1; [126 23 115 50 56 28 28 110 147 110 23 110 110 101 103 21 58 36 58 22 36 103 58 103 103 103 103 58 90 36 0 101 10 132 22 22 0 58 58 101 58 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 10 135 30 0 30 58 77 88 93 88 21 4 4 8 90 4 115 135 139 36 30 8 93 93 4 132 51 6 54 20 6 147 49 54 137 11 150 11 150 150 56 6 100 100 28 56 122 73 74 13 13 126 13 23 7 73 28 28 13 77 53 86 86 12 12 95 23 137 95 54 73 47 149 91 7 49 122 7 7 51 91 107 149 20 47 138 20 74 54 1 1 100 53 138 95 147 107 139]
PSEUD; javacc #7; 640523; 10.462174470912709; 15; 0; [42 131 47 50 90 113 113 97 68 97 131 97 97 86 59 96 122 9 122 15 15 59 122 59 59 59 59 122 72 15 104 86 43 9 114 114 104 122 122 86 122 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 9 46 121 104 121 122 72 21 43 21 96 17 17 110 72 17 47 46 72 15 121 110 43 43 17 9 32 67 92 98 67 149 55 92 118 134 127 134 127 127 81 67 143 143 113 90 105 130 30 73 149 42 42 131 112 130 31 31 73 118 12 5 5 140 140 26 131 81 26 79 130 112 54 91 40 68 105 55 40 32 91 150 54 98 22 31 22 30 79 133 133 143 12 150 149 22 149 90]
PSEUD; javacc #8; 643606; 10.446681794896874; 15; 10; [22 1 44 19 3 38 38 100 17 100 1 100 100 0 71 131 131 86 131 144 144 71 131 71 71 71 71 131 24 144 74 0 51 86 55 55 21 80 131 0 131 131 131 131 131 131 131 131 131 131 80 80 80 80 80 80 86 105 42 21 42 80 30 68 51 68 131 10 10 11 24 10 44 105 24 144 42 11 51 51 10 86 48 97 107 6 79 84 73 107 74 7 141 7 141 141 28 79 39 39 38 3 114 67 117 31 81 22 22 64 4 67 106 97 88 30 72 108 108 112 112 121 64 28 121 47 67 79 140 73 4 17 114 4 4 48 17 88 140 6 66 106 6 117 47 123 123 39 72 66 84 31 81 3]
